step,naive,arima_v3,arima_statsmodels,gbm
74,4.013139518,4.3104087185938065,4.013139537620501,4.013139518
75,4.013139518,4.3144258699469615,4.013139537620501,4.013139518
76,4.013139518,4.318443021300117,4.013139537620501,4.013139518
77,4.013139518,4.322460172653272,4.013139537620501,4.013139518
78,4.013139518,4.326477324006427,4.013139537620501,4.013139518
79,4.013139518,4.330494475359582,4.013139537620501,4.013139518
80,4.013139518,4.334511626712737,4.013139537620501,4.013139518
81,4.013139518,4.338528778065892,4.013139537620501,4.013139518
82,4.013139518,4.342545929419047,4.013139537620501,4.013139518
83,4.013139518,4.346563080772202,4.013139537620501,4.013139518
84,4.013139518,4.350580232125357,4.013139537620501,4.013139518
85,4.013139518,4.354597383478512,4.013139537620501,4.013139518
86,4.013139518,4.358614534831667,4.013139537620501,4.013139518
87,4.013139518,4.362631686184822,4.013139537620501,4.013139518
88,4.013139518,4.366648837537977,4.013139537620501,4.013139518
89,4.013139518,4.370665988891132,4.013139537620501,4.013139518
90,4.013139518,4.374683140244287,4.013139537620501,4.013139518
91,4.013139518,4.3787002915974425,4.013139537620501,4.013139518
92,4.013139518,4.3827174429505975,4.013139537620501,4.013139518
93,4.013139518,4.386734594303753,4.013139537620501,4.013139518
94,4.013139518,4.390751745656908,4.013139537620501,4.013139518
95,4.013139518,4.394768897010063,4.013139537620501,4.013139518
96,4.013139518,4.398786048363218,4.013139537620501,4.013139518
97,4.013139518,4.402803199716373,4.013139537620501,4.013139518
98,4.013139518,4.406820351069528,4.013139537620501,4.013139518
99,4.013139518,4.410837502422683,4.013139537620501,4.013139518
100,4.013139518,4.414854653775838,4.013139537620501,4.013139518
